,id,isotope_scatt,S_vib,Cv
232,232,691580855.3052795,1604.0869798245467,151.41155529561922
233,233,827339316.9023536,179.2239505653119,88.18698019515689
234,234,38428388230.92951,94.7042130316393,102.98768331247675
235,235,377345871.4315375,-1.63329481163788,112.99967237584707
236,236,18356023395.87134,242.1305445578543,62.88020327550497
237,237,73351890548.68109,241.09022629915847,167.1413131694415
238,238,20606646.945804678,602.2585091264702,73.86884273424135
239,239,4893487021.216929,190.39394903846403,91.13212973891874
240,240,-842761457.6928376,777.1860732091528,125.56184886314236
241,241,47538598552.99856,283.7721883257052,135.0953303461974
242,242,1395494065.0049367,598.8930043370531,112.76914828528446
243,243,4435550844.244663,449.8495555496386,146.3381041643989
244,244,12073964673.179401,352.5871833342623,142.1929827473721
245,245,2891628139.3983088,68.66228857751275,45.10221130300505
246,246,299886554.5230256,708.0080346876829,168.07656662411713
247,247,10371737862.079632,28.060529316886218,28.57665000440853
248,248,5003497121.927876,1889.4458999211292,141.99403365551194
249,249,1508970786.7253246,68.8165830296907,167.50133693856623
250,250,12527921145.037815,32.534223542870876,43.17809176423815
251,251,16181771217.196903,138.4275797867682,170.26630865491086
252,252,1057071551.0859156,2825.3648551116353,145.38132700166457
253,253,29171458821.59262,363.7320852704596,89.41775221074418
254,254,4666347568.142556,255.89905465615973,91.82310438316135
255,255,6053052786.490127,126.95067859356314,91.60964793617376
256,256,66974853698.29972,117.41030345992918,104.39939152740395
257,257,8682666.39704399,136.38092246484732,45.51886154935994
258,258,15841991641.631685,184.42262462122426,104.07686393197683
259,259,0.0,389.3147847717843,95.21032939895416
260,260,14011124233.055056,215.5497490905119,91.97137946733513
261,261,53804433790.45845,157.60920191726993,101.23354015002593
262,262,636782313.9046746,833.8080309868599,73.89951782622337
263,263,49528883.24372144,367.32332887703944,49.48307188754273
264,264,18358177963.822662,472.6452401199137,87.57060860784063
265,265,4313309310.759719,2139.1045368136893,143.43603810728294
266,266,6007799969.435144,346.0081445477264,93.21597740832141
267,267,11885015610.419125,837.0840483230638,490.5711984050932
268,268,1218789113.8649244,331.04998004470866,49.391639163873094
269,269,4722045830.043832,1047.7938918084028,272.7271728258556
270,270,15403345610.542639,199.13274353872092,133.12222131901527
271,271,6183708356.218436,409.82530062667325,144.56433468902577
272,272,2174426.6411434244,164.17264999344906,47.0567156102525
273,273,9204707472.939957,442.5846817308903,92.6011996617871
274,274,1237924579.0348177,1493.7642376393849,146.70179424738373
275,275,-4864931730.331061,981.1851506458714,77.11039220752271
276,276,672074633.7268398,111.85605941012491,97.14470981603453
277,277,41551563793.91668,357.46337687494605,98.4298024237631
278,278,17833485877.735096,358.1818191119374,92.88555686808556
279,279,16083457258.12955,478.83034422690565,86.21890023334569
280,280,6493428554.497691,2704.0988954369705,141.95249677283726
281,281,25998421.722301587,55.62476194203635,105.62444456202057
282,282,0.0,36.30450788086492,22.37766435417092
283,283,50286728669.614044,82.01144504746584,67.09929791277314
284,284,29267779733.122864,149.28542604451457,91.82404346700181
285,285,53174463000.240776,222.2383225056878,171.79094042795737
286,286,6489684461.868377,333.93008467972186,83.69811982412428
287,287,12233231724.01844,445.78168530557673,94.47562563385678
288,288,20057756989.172287,154.9611145037518,92.96049818077763
289,289,825324228.5664278,1248.8640188376146,121.49440958312175
290,290,2904541422.464558,1479.7461134419411,140.82503966885454
291,291,17571543747.78382,328.4732507225814,92.47607426893232
292,292,0.0,2292.6931331594733,140.83121503564772
293,293,1308496314.7286522,252.90332167808586,92.62267493137982
294,294,1476358810.804219,2649.3408385538714,144.53998865393777
295,295,3854480604.303855,2167.766844060442,140.91976161860336
296,296,2097750705.93562,88.75715289503869,24.17809176968168
297,297,3799933570.1115756,3928.717647631928,142.72984992940448
298,298,56406337106.729706,891.3929359465133,215.47544775300275
299,299,10831509002.506212,393.5701536076151,92.36800087094667
300,300,2520224601.3627763,4432.345648675257,143.66590813984462
301,301,2316972694.8869247,2569.657120754926,145.7686706015237
302,302,19667519460.856403,527.2262830536736,99.58510586267792
303,303,0.0,230.96915295063414,238.93035605367825
304,304,4962340040.120151,658.0128645230195,108.68256291767393
305,305,0.0,1065.9291196459747,301.8527689223118
306,306,696758865.3748899,319.3085163658806,73.80376493189368
307,307,2742919545.9270177,3301.9775433879445,145.14932181432007
308,308,17770856071.203716,138.64699319384323,81.99978594730764
309,309,998818920.005639,2096.136669723351,145.3372611720421
310,310,136923613.5803771,120.47554300487487,82.43869504165454
311,311,21628435391.964943,342.2010649499104,92.87071030542951
312,312,15509139197.169868,247.3987943312201,92.37064419596287
313,313,1286855786.6953738,267.13668640853416,210.43679821097697
314,314,11012128594.42483,206.1279340392355,136.75781785588558
315,315,3383197544.1862245,563.3315626004122,90.77687800214225
316,316,64349194489.34081,622.6155444906647,136.94482182683277
317,317,16010110115.360466,150.4299200109388,83.88190701879158
318,318,211529302746.27322,-9.106474619233843,44.53825084614495
319,319,134808051.3977329,195.27812303422522,83.27547463025216
320,320,470653790.03029794,304.0544502574374,134.43013658379334
321,321,5980370735.163739,434.35932746191185,143.507318876991
322,322,2042091392.5796742,738.3404219984499,96.14400372739175
323,323,20943982453.2225,62.45861360262821,66.97989549107689
324,324,32123674487.958527,239.02652650313382,165.5440459135522
325,325,795523281.1415483,333.56728410331215,71.35116240777435
326,326,23888672738.791058,325.7366526143765,104.56021116049702
327,327,7948740974.244981,195.84916773308157,105.55078245915227
328,328,15954909509.306911,366.56164168916797,47.795162834612825
329,329,15493665383.962917,473.84679071762156,110.21868819386586
330,330,8148570.393838424,676.8022649847246,97.0081761281272
331,331,28806254638.123714,351.4505896484794,107.94192215109831
332,332,414338428.2976351,57.33460486679882,177.57571404990372
333,333,1995702651.9731832,472.0836868210289,131.88425253372387
334,334,11048815929.843702,1002.1131671104029,285.7294604184302
335,335,6233610477.809837,3804.213386291577,142.8755013284148
336,336,47144381222.98641,96.39256697252979,78.14711681826317
337,337,118203533.20261106,814.4895136010001,94.6317648910855
338,338,20141422879.395016,381.81167065673884,314.6892361915941
339,339,104752071034.04703,74.6730129782549,22.924313471751642
340,340,23477771280.388626,8.519850989651228,80.26578273262571
341,341,0.0,29.516873579139748,61.52117905578912
342,342,12159043557.259491,225.611736821616,89.37211830660631
343,343,16900641663.806726,295.2307709196975,69.87661806452515
344,344,32377677607.914566,338.73393453470607,201.54678963669218
345,345,18973927282.466736,1343.9942803582708,139.06879134107743
346,346,2050781149.2286115,179.98905112136416,89.44625863944287
347,347,16868134476.402237,566.7248397591552,110.22575396100842
348,348,11590483234.2886,473.83513561712545,113.24263666240394
349,349,7226388293.646466,907.2742482622742,246.21232496580936
350,350,21072415764.961132,729.4450567013972,138.29086798975024
351,351,2825426556.2300453,834.6165301029096,70.90201081051688
352,352,18410264255.119198,266.99604657080675,132.7999669699
353,353,618823925.415885,224.27288465995144,68.74210597713876
354,354,38261968093.58472,580.0596380996457,163.10525270846443
355,355,1000271487.1443783,456.9547213246294,70.23758192194043
356,356,4584311968.565102,3154.2344445820268,139.68560779492302
357,357,16818125877.911177,2367.1607618681737,140.1530298243241
358,358,5773942657.876017,2426.419620352315,142.99865763653443
359,359,2693691403.5521855,2180.6577038263413,141.8621822293548
360,360,7504614053.583851,183.55613990349292,69.71752828973663
361,361,5562175411.382091,203.41694706331933,69.33762279673486
362,362,1139343524.373885,666.3988212481436,72.83957426519338
363,363,14438378191.02254,92.58354598765501,95.2828320333862
364,364,8527909955.90991,66.3834981449788,74.93882445594653
365,365,34067269578.127945,482.7412164481312,106.33960726101539
366,366,39832773927.108734,453.4841241191052,158.84915319506607
367,367,25980220392.69613,390.74350971126256,91.03717142662259
368,368,4373744558.945395,596.8579763326987,95.66831587926151
369,369,256264469634.8243,81.86437275502313,233.45789334144646
370,370,4992932275.09777,527.5480176010998,47.41823245428337
371,371,10067075312.42384,120.78732342051791,205.29376177592175
372,372,46410629378.479546,276.1242979466921,266.7761646881122
373,373,11426818670.538723,134.69079741127186,129.5484913477912
374,374,3691835581.1794534,397.45545748392544,343.2952844046854
375,375,32646063554.440384,98.74036959800083,246.73891737006755
376,376,52076653683.73827,276.10749270510945,198.5659276326348
377,377,3212139668.8146863,3327.815699003261,375.5671867487294
378,378,38479283691.51406,12.124738279103141,316.9672424450718
379,379,6542212346.149474,336.6100678426095,95.17613631885445
380,380,16665388225.936766,134.62046382106416,84.38796015018872
381,381,11063379797.337252,512.7841490947833,154.8468948931348
382,382,1480490175.355646,1761.649549028983,143.86374643669348
383,383,4315965785.274955,1994.5393723536206,142.57407871500507
384,384,9524785690.623259,228.30294296383872,107.15028916816084
385,385,7358699407.575406,142.35727923637936,105.86322986615056
386,386,67842471268.58586,118.86610513223154,93.03558752778432
387,387,67321684.00908288,1790.4505311636751,221.25561285681317
388,388,3302190348.4936185,558.3617045914419,283.3721428768098
389,389,2588063249.175781,1416.011725505331,257.81545036078904
390,390,63621919988.50523,200.1249946349591,234.72028781647063
391,391,4929977523.791733,44.55387679876462,165.89341591453473
392,392,6432610768.454696,192.05750748614588,126.28774012772534
393,393,1816867951.9780033,296.10698136053935,71.74690486022551
394,394,8534538208.025667,2044.9652429865791,138.7370014612353
395,395,7592805352.863,54.58508583207382,89.0091756820489
396,396,23114312805.22961,646.7504724949799,141.44204092104053
397,397,76604405.71699816,1352.4512191178376,220.4634395519535
398,398,0.0,110.4800019950055,113.53783141319109
399,399,7044713433.200075,188.87115018963436,67.1186872887512
400,400,11837703600.52495,629.5631686316912,213.07064421600325
401,401,1989410841.2765033,544.974365250727,119.5719507160223
402,402,536440439.9000292,1207.1327686089164,145.44301541128056
403,403,7557182680.028552,319.98748621584025,95.6130380899324
404,404,0.0,11.005537018479314,23.101975560446224
405,405,20190542935.534176,218.22523761595912,65.33105307787078
406,406,12909345684.389809,658.221124211118,189.87449152272404
407,407,36036347268.93754,598.5975931688985,435.13286586965546
408,408,33985381496.046825,130.96932269251707,77.53523501268769
409,409,5843525492.949986,51.9040145743273,98.5604516477489
410,410,4424846691.62228,2657.046111281844,142.09564611187773
411,411,-7597979620.71772,2511.469858788514,50.601794742406064
412,412,-56838875.961315066,1540.9919136297208,75.25551188359279
413,413,588514705.5555222,89.01288631998696,69.27753960586492
414,414,5134944244.645401,134.62668849151885,67.5188807723695
415,415,4568192883.81381,390.1108914392644,94.57822807256194
416,416,9902969057.994986,1224.0018344441362,188.36080627120393
417,417,107895105806.37723,1766.2150623782854,460.07138949230927
418,418,5165402878.14293,2083.8405924267936,143.35241108084867
419,419,4953104247.444364,1177.5593482595489,131.56765977022948
420,420,1630216110.4259064,2200.7020189650825,145.9828430395803
421,421,102932883.37733096,17.960601312052425,59.74647957087555
422,422,34184345335.422745,192.18209278976266,136.93249634874815
423,423,2478748694.9892364,3129.74116374209,145.85685121605897
424,424,5059282115.86838,489.30722046155444,73.04192321589434
425,425,65785535303.179794,293.3705198094397,239.27777278871554
426,426,361148389.85989916,18.315543517232637,114.30558893637411
427,427,47170999238.69212,264.64600768897736,198.42026330614723
428,428,1531322199.5514057,3369.0748754423444,144.322439087914
429,429,3634312908.043557,1671.3550535203162,142.3439112789391
430,430,40269069883.08776,49.715127629332606,115.94132927146299
431,431,4227366914.9894943,3300.815008046867,141.89797668381263
432,432,821529309.0667822,3245.2653007143203,147.2048640605165
433,433,45635024287.638855,211.6805880397648,256.1722592571854
434,434,6561630101.162935,200.0663952627345,127.5419040630457
435,435,28741375220.973927,99.26082647663989,100.48525571559284
436,436,45212805518.95701,256.11510771631845,191.00793623364873
437,437,47083805892.2245,85.43915113478957,87.37913213910679
438,438,2160455519.9610415,73.54484332140272,102.81010948280777
439,439,1885834136.3713608,468.72376449467026,96.63463297416756
440,440,2354079170.9900746,113.45444599141706,85.862977363927
441,441,2202819131.5352597,1287.6624013589137,168.91762040117445
442,442,0.0,161.30340160009843,47.52521303625988
443,443,44795033485.94369,122.44050837029272,179.78467826267567
444,444,307413940.2190658,2562.5041411048655,170.07875026863425
445,445,1128209483.271339,172.72908803576067,200.96690346431865
446,446,35050372131.56798,162.3931659767227,520.1465455525822
447,447,159866202121.22043,-7.154223659905123,82.79702881743431
448,448,949343412.9514999,710.9916322114376,95.7312945459958
449,449,10311171670.996878,78.24800454266466,44.07535445453735
450,450,15395383196.108429,31.444290095174875,67.1590148870897
451,451,8270671360.994432,154.69379870591303,68.86250952029172
452,452,7627848753.487257,163.11546460172434,90.11572716678248
453,453,5786535610.661406,308.27309353881606,69.70428918806687
454,454,1004077758.0480435,266.6346438582951,71.979321470213
455,455,10620811340.255714,134.0782778334709,244.03018690817237
456,456,17653507354.22617,62.12460752733023,109.34673823094772
457,457,788933511.303773,996.5884521141395,215.97723708455752
458,458,640170395.1407175,16.182235434195462,71.99805405334362
459,459,13650148935.177683,168.54295535375815,84.39089993495628
460,460,89186493448.85931,248.37356458846915,184.17296864591097
461,461,8027751522.275509,150.03117019220406,83.85315988025705
462,462,4396649985.442947,430.45250556589343,143.14354686533173
463,463,5472461697.668454,2679.7338637271664,142.91241389659777
464,464,5668888165.087418,48.37237593316733,137.81939535907352
465,465,5936891838.7873335,433.88711691374476,89.42287554161423
466,466,4023450259.5573893,2691.401510479373,144.65934851738223
467,467,6156108510.13198,539.5225939732154,191.5398640648839
468,468,4432410443.855578,127.44576907793186,47.01705513201287
469,469,4962359934.482492,868.2866407552008,400.1689242087843
470,470,2063873218.401739,430.69949432672945,69.79527288510702
471,471,21594413321.35188,428.8118847772816,241.66994074878883
472,472,1159890095.6369982,347.65445251359876,97.52263185886366
473,473,414734354.1101278,1478.966018178882,120.4644789566004
474,474,219593417.56732965,190.6484401289269,273.4253794451863
475,475,148714612.73778313,3171.0544284446355,147.7014100563696
476,476,884894376.7747314,1340.1252778647683,215.8024257592994
477,477,4773469431.715091,404.8892072667822,261.94156133935587
478,478,99109739744.1819,208.62552587246148,114.37661241916048
479,479,222092850.63362008,136.8507053219469,96.08526861750713
480,480,7871315707.151791,443.4076065099371,212.50799090519504
481,481,27718966735.311043,2240.741329674422,555.852394102022
482,482,22284741230.72733,108.10411553623725,203.12413205939234
483,483,4415018613.930866,197.08724528239995,147.8866096424874
484,484,4958444308.494082,2121.8281013381315,142.95492114857026
485,485,6094559629.235675,2751.160158327487,142.9131220378739
486,486,159182308.03694773,5517.091458050823,338.6855629149256
487,487,14422816252.644768,73.03316524658068,93.18017714331614
488,488,7418773815.828489,3110.246888729962,142.24216132780444
489,489,3043235124.647404,292.5041448703203,85.97692596169742
490,490,2725587442.9697523,152.85600463379413,120.76352360460683
491,491,3637128729.8730683,3875.2476477440564,142.85700592574742
492,492,5045221009.287387,708.8663883439355,72.2102400434014
493,493,2587970381.1761127,1767.2843160561597,143.1375989542729
494,494,11127623085.379904,657.3850491748253,315.68531367298596
495,495,1223385259.865226,386.24555349691036,161.2639604382862
